5000	39778
556	80	321
80	690	255
690	80	127
80	706	255
706	80	266
80	724	255
724	80	212
80	753	255
753	80	247
80	760	255
760	80	167
80	836	255
836	80	360
80	871	255
871	80	190
80	874	255
874	80	49
80	875	255
875	80	18
80	889	255
889	80	215
80	905	255
905	80	102
80	954	255
954	80	245
80	969	255
969	80	375
80	978	255
978	80	246
80	980	255
980	80	222
80	1025	255
1025	80	178
80	1047	255
1047	80	292
80	1191	255
1191	80	336
80	1273	255
1273	80	39
80	1320	255
1320	80	130
80	2005	255
2005	80	368
80	2834	255
2834	80	194
80	3173	255
3173	80	334
80	3945	255
3945	80	154
80	3985	255
3985	80	364
80	4005	255
4005	80	347
81	86	8
86	81	173
81	87	8
87	81	306
81	88	8
88	81	365
81	91	8
91	81	267
81	94	8
94	81	19
81	95	8
95	81	118
81	96	8
96	81	32
81	97	8
97	81	342
81	101	8
101	81	204
81	102	8
102	81	153
81	104	8
104	81	393
81	105	8
105	81	71
81	106	8
106	81	41
81	109	8
109	81	328
81	111	8
111	81	227
81	115	8
115	81	147
81	116	8
116	81	36
81	118	8
118	81	167
81	119	8
119	81	284
81	123	8
123	81	63
81	125	8
125	81	379
81	130	8
130	81	326
81	131	8
131	81	136
81	132	8
132	81	91
81	134	8
134	81	396
81	137	8
137	81	330
81	139	8
139	81	327
81	140	8
140	81	276
81	141	8
141	81	344
81	142	8
142	81	345
81	144	8
144	81	308
81	147	8
147	81	319
81	149	8
149	81	223
81	155	8
155	81	296
81	156	8
156	81	196
81	163	8
163	81	308
81	170	8
170	81	67
81	171	8
171	81	157
81	172	8
172	81	115
81	173	8
173	81	328
81	174	8
174	81	27
81	179	8
179	81	291
81	184	8
184	81	42
81	185	8
185	81	355
81	191	8
191	81	320
81	192	8
192	81	53
81	196	8
196	81	315
81	198	8
198	81	211
81	204	8
204	81	287
81	205	8
205	81	170
81	206	8
206	81	118
81	211	8
211	81	325
81	212	8
212	81	356
81	213	8
213	81	255
81	215	8
215	81	336
81	219	8
219	81	362
81	221	8
221	81	240
81	222	8
222	81	81
81	223	8
223	81	244
81	239	8
239	81	312
81	249	8
249	81	370
81	254	8
254	81	171
81	278	8
278	81	154
81	285	8
285	81	172
81	287	8
287	81	396
81	292	8
292	81	77
81	294	8
294	81	262
81	301	8
301	81	199
81	305	8
305	81	163
81	307	8
307	81	389
81	312	8
312	81	274
81	317	8
317	81	221
81	318	8
318	81	363
81	320	8
320	81	225
81	321	8
321	81	242
81	322	8
322	81	310
81	337	8
337	81	272
81	346	8
346	81	148
81	347	8
347	81	136
81	359	8
359	81	75
81	371	8
371	81	97
81	380	8
380	81	226
81	393	8
393	81	381
81	395	8
395	81	299
81	399	8
399	81	323
81	400	8
400	81	386
81	409	8
409	81	27
81	410	8
410	81	65
81	415	8
415	81	14
81	419	8
419	81	130
81	432	8
432	81	93
81	436	8
436	81	60
81	441	8
441	81	134
81	445	8
445	81	176
81	446	8
446	81	171
81	464	8
464	81	61
81	475	8
475	81	162
81	489	8
489	81	101
81	496	8
496	81	61
81	499	8
499	81	4
81	504	8
504	81	215
81	510	8
510	81	241
81	518	8
518	81	349
81	519	8
519	81	117
81	520	8
520	81	283
81	526	8
526	81	180
81	533	8
533	81	106
81	558	8
558	81	156
81	564	8
564	81	214
81	565	8
565	81	292
81	576	8
576	81	22
81	589	8
589	81	119
81	607	8
607	81	332
81	609	8
609	81	230
81	618	8
618	81	1
81	620	8
620	81	367
81	623	8
623	81	80
81	635	8
635	81	263
81	642	8
642	81	342
81	660	8
660	81	129
81	661	8
661	81	394
81	667	8
667	81	382
81	668	8
668	81	84
81	669	8
669	81	20
81	673	8
673	81	18
81	674	8
674	81	323
81	684	8
684	81	7
81	704	8
704	81	326
81	714	8
714	81	175
81	729	8
729	81	57
81	745	8
745	81	52
81	749	8
749	81	77
81	754	8
754	81	345
81	760	8
760	81	167
81	768	8
768	81	265
81	816	8
816	81	311
81	821	8
821	81	82
81	824	8
824	81	80
81	838	8
838	81	346
81	856	8
856	81	285
81	858	8
858	81	128
81	863	8
863	81	34
81	869	8
869	81	346
81	879	8
879	81	103
81	888	8
888	81	302
81	911	8
911	81	381
81	928	8
928	81	200
81	937	8
937	81	189
81	938	8
938	81	107
81	949	8
949	81	380
81	955	8
955	81	198
81	956	8
956	81	387
81	969	8
969	81	375
81	991	8
991	81	251
81	1056	8
1056	81	368
81	1121	8
1121	81	64
81	1128	8
1128	81	278
81	1190	8
1190	81	352
81	1237	8
1237	81	197
81	1242	8
1242	81	257
81	1256	8
1256	81	383
81	1259	8
1259	81	83
81	1261	8
1261	81	36
81	1264	8
1264	81	391
81	1267	8
1267	81	126
81	1272	8
1272	81	7
81	1273	8
1273	81	39
81	1274	8
1274	81	88
81	1275	8
1275	81	244
81	1276	8
1276	81	174
81	1281	8
1281	81	9
81	1289	8
1289	81	334
81	1303	8
1303	81	109
81	1312	8
1312	81	293
81	1313	8
1313	81	152
81	1357	8
1357	81	263
81	1374	8
1374	81	55
81	1384	8
1384	81	81
81	1462	8
1462	81	41
81	1464	8
1464	81	196
81	1517	8
1517	81	52
81	1557	8
1557	81	296
81	1565	8
1565	81	286
81	1598	8
1598	81	385
81	1659	8
1659	81	28
81	1707	8
1707	81	146
81	1735	8
1735	81	329
81	1771	8
1771	81	67
81	1772	8
1772	81	353
81	1792	8
1792	81	130
81	1803	8
1803	81	243
81	1826	8
1826	81	42
81	1840	8
1840	81	335
81	1883	8
1883	81	20
81	1913	8
1913	81	224
81	1957	8
1957	81	250
81	2028	8
2028	81	55
81	2054	8
2054	81	63
81	2076	8
2076	81	12
81	2084	8
2084	81	79
81	2089	8
2089	81	399
81	2160	8
2160	81	171
81	2165	8
2165	81	220
81	2166	8
2166	81	15
81	2167	8
2167	81	345
81	2168	8
2168	81	61
81	2169	8
2169	81	214
81	2170	8
2170	81	356
81	2343	8
2343	81	98
81	2834	8
2834	81	194
81	3098	8
3098	81	179
81	3231	8
3231	81	307
81	3329	8
3329	81	292
81	3360	8
3360	81	207
81	3569	8
3569	81	357
81	3588	8
3588	81	205
81	3616	8
3616	81	44
81	3700	8
3700	81	344
81	3764	8
3764	81	259
81	3810	8
3810	81	53
81	3817	8
3817	81	327
81	3890	8
3890	81	112
81	3922	8
3922	81	198
81	3924	8
3924	81	336
81	3930	8
3930	81	227
81	3934	8
3934	81	26
81	3955	8
3955	81	300
81	3976	8
3976	81	127
81	3981	8
3981	81	70
81	3982	8
3982	81	232
81	3990	8
3990	81	367
81	3992	8
3992	81	254
81	4002	8
4002	81	200
81	4009	8
4009	81	225
81	4013	8
4013	81	258
81	4015	8
4015	81	10
81	4020	8
4020	81	92
81	4021	8
4021	81	131
81	4029	8
4029	81	168
81	4034	8
4034	81	147
81	4057	8
4057	81	275
81	4422	8
4422	81	264
81	4587	8
4587	81	99
82	94	149
94	82	19
82	95	149
95	82	118
82	97	149
97	82	342
82	105	149
105	82	71
82	132	149
132	82	91
82	142	149
142	82	345
82	149	149
149	82	223
82	163	149
163	82	308
82	174	149
174	82	27
82	191	149
191	82	320
82	205	149
205	82	170
82	206	149
206	82	118
82	212	149
212	82	356
82	298	149
298	82	232
82	316	149
316	82	344
82	321	149
321	82	242
82	323	149
323	82	155
82	347	149
347	82	136
82	360	149
360	82	378
82	393	149
393	82	381
82	398	149
398	82	323
82	436	149
436	82	60
82	519	149
519	82	117
82	596	149
596	82	110
82	902	149
902	82	37
82	1056	149
1056	82	368
82	1253	149
1253	82	294
82	1292	149
1292	82	316
82	1324	149
1324	82	149
82	2105	149
2105	82	388
82	2337	149
2337	82	303
82	3921	149
3921	82	362
82	3924	149
3924	82	336
82	3930	149
3930	82	227
82	3932	149
3932	82	230
82	3976	149
3976	82	127
82	4002	149
4002	82	200
82	4020	149
4020	82	92
82	4033	149
4033	82	34
82	4034	149
4034	82	147
82	4056	149
4056	82	99
82	4869	149
4869	82	338
83	87	181
87	83	306
83	111	181
111	83	227
83	135	181
135	83	71
83	137	181
137	83	330
83	155	181
155	83	296
83	157	181
157	83	274
83	175	181
175	83	54
83	191	181
191	83	320
83	192	181
192	83	53
83	197	181
197	83	287
83	211	181
211	83	325
83	234	181
234	83	173
83	239	181
239	83	312
83	260	181
260	83	337
83	268	181
268	83	377
83	282	181
282	83	282
83	310	181
310	83	315
83	385	181
385	83	85
83	556	181
556	83	321
83	565	181
565	83	292
83	591	181
591	83	3
83	750	181
750	83	225
83	761	181
761	83	286
83	1093	181
1093	83	223
83	1358	181
1358	83	120
83	3836	181
3836	83	369
83	3945	181
3945	83	154
83	3992	181
3992	83	254
83	3993	181
3993	83	167
83	4057	181
4057	83	275
83	4587	181
4587	83	99
84	115	25
115	84	147
84	147	25
147	84	319
84	175	25
175	84	54
84	347	25
347	84	136
84	1273	25
1273	84	39
84	3930	25
3930	84	227
84	3992	25
3992	84	254
84	3997	25
3997	84	368
84	4034	25
4034	84	147
85	87	150
87	85	306
85	96	150
96	85	32
85	97	150
97	85	342
85	105	150
105	85	71
85	115	150
115	85	147
85	125	150
125	85	379
85	132	150
132	85	91
85	147	150
147	85	319
85	153	150
153	85	307
85	175	150
175	85	54
85	191	150
191	85	320
85	206	150
206	85	118
85	211	150
211	85	325
85	213	150
213	85	255
85	214	150
214	85	64
85	318	150
318	85	363
85	329	150
329	85	104
85	359	150
359	85	75
85	392	150
392	85	379
85	408	150
408	85	6
85	410	150
410	85	65
85	939	150
939	85	370
85	3924	150
3924	85	336
85	3992	150
3992	85	254
85	3997	150
3997	85	368
85	4021	150
4021	85	131
2237	87	166
87	2237	306
2237	125	166
125	2237	379
86	87	173
87	86	306
86	91	173
91	86	267
86	95	173
95	86	118
86	100	173
100	86	374
86	101	173
101	86	204
86	104	173
104	86	393
86	106	173
106	86	41
86	109	173
109	86	328
86	115	173
115	86	147
86	116	173
116	86	36
86	119	173
119	86	284
86	130	173
130	86	326
86	131	173
131	86	136
86	132	173
132	86	91
86	133	173
133	86	210
86	134	173
134	86	396
86	135	173
135	86	71
86	136	173
136	86	265
86	137	173
137	86	330
86	140	173
140	86	276
86	141	173
141	86	344
86	142	173
142	86	345
86	143	173
143	86	182
86	145	173
145	86	226
86	146	173
146	86	138
86	147	173
147	86	319
86	152	173
152	86	106
86	154	173
154	86	144
86	155	173
155	86	296
86	156	173
156	86	196
86	160	173
160	86	248
86	170	173
170	86	67
86	175	173
175	86	54
86	178	173
178	86	358
86	180	173
180	86	107
86	183	173
183	86	212
86	184	173
184	86	42
86	187	173
187	86	322
86	189	173
189	86	106
86	191	173
191	86	320
86	192	173
192	86	53
86	193	173
193	86	238
86	196	173
196	86	315
86	198	173
198	86	211
86	204	173
204	86	287
86	205	173
205	86	170
86	206	173
206	86	118
86	209	173
209	86	179
86	211	173
211	86	325
86	212	173
212	86	356
86	218	173
218	86	287
86	219	173
219	86	362
86	224	173
224	86	19
86	233	173
233	86	58
86	237	173
237	86	168
86	238	173
238	86	217
86	239	173
239	86	312
86	240	173
240	86	53
86	244	173
244	86	128
86	247	173
247	86	27
86	248	173
248	86	110
86	249	173
249	86	370
86	251	173
251	86	174
86	257	173
257	86	240
86	259	173
259	86	315
86	270	173
270	86	83
86	271	173
271	86	263
86	272	173
272	86	310
86	274	173
274	86	35
86	275	173
275	86	317
86	277	173
277	86	266
86	278	173
278	86	154
86	282	173
282	86	282
86	289	173
289	86	384
86	290	173
290	86	399
86	296	173
296	86	330
86	302	173
302	86	151
86	307	173
307	86	389
86	313	173
313	86	128
86	319	173
319	86	179
86	320	173
320	86	225
86	322	173
322	86	310
86	330	173
330	86	152
86	337	173
337	86	272
86	345	173
345	86	157
86	353	173
353	86	48
86	358	173
358	86	81
86	359	173
359	86	75
86	367	173
367	86	234
86	372	173
372	86	367
86	377	173
377	86	16
86	378	173
378	86	231
86	379	173
379	86	132
86	399	173
399	86	323
86	404	173
404	86	144
86	408	173
408	86	6
86	412	173
412	86	106
86	419	173
419	86	130
86	421	173
421	86	160
86	433	173
433	86	9
86	436	173
436	86	60
86	442	173
442	86	254
86	446	173
446	86	171
86	447	173
447	86	216
86	451	173
451	86	57
86	461	173
461	86	289
86	466	173
466	86	367
86	470	173
470	86	23
86	471	173
471	86	120
86	473	173
473	86	232
86	482	173
482	86	274
86	490	173
490	86	86
86	511	173
511	86	149
86	512	173
512	86	288
86	520	173
520	86	283
86	525	173
525	86	19
86	526	173
526	86	180
86	527	173
527	86	306
86	533	173
533	86	106
86	538	173
538	86	9
86	548	173
548	86	159
86	564	173
564	86	214
86	565	173
565	86	292
86	569	173
569	86	75
86	582	173
582	86	79
86	583	173
583	86	129
86	585	173
585	86	12
86	586	173
586	86	29
86	589	173
589	86	119
86	593	173
593	86	316
86	609	173
609	86	230
86	610	173
610	86	190
86	623	173
623	86	80
86	635	173
635	86	263
86	638	173
638	86	17
86	639	173
639	86	75
86	646	173
646	86	398
86	662	173
662	86	353
86	663	173
663	86	145
86	664	173
664	86	247
86	667	173
667	86	382
86	674	173
674	86	323
86	704	173
704	86	326
86	705	173
705	86	103
86	709	173
709	86	38
86	714	173
714	86	175
86	740	173
740	86	48
86	743	173
743	86	359
86	745	173
745	86	52
86	747	173
747	86	346
86	770	173
770	86	364
86	783	173
783	86	182
86	787	173
787	86	187
86	794	173
794	86	81
86	804	173
804	86	176
86	812	173
812	86	101
86	815	173
815	86	69
86	816	173
816	86	311
86	824	173
824	86	80
86	827	173
827	86	256
86	829	173
829	86	173
86	830	173
830	86	100
86	839	173
839	86	98
86	850	173
850	86	77
86	852	173
852	86	22
86	855	173
855	86	320
86	863	173
863	86	34
86	866	173
866	86	123
86	871	173
871	86	190
86	872	173
872	86	208
86	880	173
880	86	38
86	885	173
885	86	314
86	889	173
889	86	215
86	907	173
907	86	354
86	923	173
923	86	11
86	931	173
931	86	83
86	942	173
942	86	204
86	955	173
955	86	198
86	959	173
959	86	289
86	964	173
964	86	206
86	969	173
969	86	375
86	970	173
970	86	318
86	981	173
981	86	326
86	1023	173
1023	86	186
86	1039	173
1039	86	167
86	1080	173
1080	86	364
86	1093	173
1093	86	223
86	1116	173
1116	86	252
86	1126	173
1126	86	223
86	1145	173
1145	86	163
86	1174	173
1174	86	240
86	1190	173
1190	86	352
86	1210	173
1210	86	97
86	1234	173
1234	86	291
86	1240	173
1240	86	160
86	1273	173
1273	86	39
86	1291	173
1291	86	199
86	1294	173
1294	86	147
86	1315	173
1315	86	24
86	1319	173
1319	86	232
86	1327	173
1327	86	125
86	1332	173
1332	86	311
86	1344	173
1344	86	55
86	1361	173
1361	86	313
86	1384	173
1384	86	81
86	1392	173
1392	86	41
86	1395	173
1395	86	136
86	1420	173
1420	86	16
86	1447	173
1447	86	243
86	1448	173
1448	86	238
86	1450	173
1450	86	388
86	1462	173
1462	86	41
86	1464	173
1464	86	196
86	1472	173
1472	86	279
86	1494	173
1494	86	269
86	1512	173
1512	86	278
86	1532	173
1532	86	302
86	1552	173
1552	86	130
86	1559	173
1559	86	193
86	1595	173
1595	86	163
86	1598	173
1598	86	385
86	1612	173
1612	86	5
86	1634	173
1634	86	41
86	1669	173
1669	86	280
86	1697	173
1697	86	202
86	1707	173
1707	86	146
86	1726	173
1726	86	303
86	1733	173
1733	86	226
86	1772	173
1772	86	353
86	1777	173
1777	86	168
86	1779	173
1779	86	266
86	1785	173
1785	86	89
86	1787	173
1787	86	146
86	1824	173
1824	86	199
86	1840	173
1840	86	335
86	1868	173
1868	86	5
86	1869	173
1869	86	317
86	1957	173
1957	86	250
86	1981	173
1981	86	27
86	2002	173
2002	86	301
86	2005	173
2005	86	368
86	2016	173
2016	86	348
86	2030	173
2030	86	39
86	2053	173
2053	86	104
86	2098	173
2098	86	372
86	2103	173
2103	86	259
86	2130	173
2130	86	13
86	2132	173
2132	86	297
86	2135	173
2135	86	94
86	2139	173
2139	86	222
86	2160	173
2160	86	171
86	2162	173
2162	86	345
86	2163	173
2163	86	213
86	2176	173
2176	86	193
86	2184	173
2184	86	261
86	2185	173
2185	86	22
86	2186	173
2186	86	347
86	2839	173
2839	86	132
86	3810	173
3810	86	53
86	3992	173
3992	86	254
87	88	306
88	87	365
87	90	306
90	87	193
87	94	306
94	87	19
87	97	306
97	87	342
87	98	306
98	87	58
87	101	306
101	87	204
87	104	306
104	87	393
87	106	306
106	87	41
87	107	306
107	87	323
87	109	306
109	87	328
87	111	306
111	87	227
87	114	306
114	87	336
87	116	306
116	87	36
87	117	306
117	87	95
87	118	306
118	87	167
87	121	306
121	87	206
87	125	306
125	87	379
87	131	306
131	87	136
87	132	306
132	87	91
87	134	306
134	87	396
87	137	306
137	87	330
87	144	306
144	87	308
87	145	306
145	87	226
87	147	306
147	87	319
87	152	306
152	87	106
87	154	306
154	87	144
87	155	306
155	87	296
87	156	306
156	87	196
87	158	306
158	87	32
87	159	306
159	87	141
87	161	306
161	87	278
87	163	306
163	87	308
87	167	306
167	87	338
87	175	306
175	87	54
87	178	306
178	87	358
87	180	306
180	87	107
87	182	306
182	87	342
87	183	306
183	87	212
87	184	306
184	87	42
87	185	306
185	87	355
87	187	306
187	87	322
87	189	306
189	87	106
87	192	306
192	87	53
87	196	306
196	87	315
87	197	306
197	87	287
87	202	306
202	87	158
87	203	306
203	87	25
87	207	306
207	87	206
87	212	306
212	87	356
87	216	306
216	87	382
87	218	306
218	87	287
87	224	306
224	87	19
87	229	306
229	87	259
87	231	306
231	87	352
87	233	306
233	87	58
87	235	306
235	87	105
87	238	306
238	87	217
87	239	306
239	87	312
87	242	306
242	87	35
87	243	306
243	87	222
87	244	306
244	87	128
87	248	306
248	87	110
87	252	306
252	87	242
87	254	306
254	87	171
87	256	306
256	87	338
87	262	306
262	87	59
87	267	306
267	87	172
87	272	306
272	87	310
87	280	306
280	87	346
87	282	306
282	87	282
87	284	306
284	87	41
87	292	306
292	87	77
87	297	306
297	87	277
87	298	306
298	87	232
87	308	306
308	87	48
87	313	306
313	87	128
87	320	306
320	87	225
87	324	306
324	87	47
87	329	306
329	87	104
87	330	306
330	87	152
87	331	306
331	87	68
87	339	306
339	87	310
87	346	306
346	87	148
87	350	306
350	87	229
87	354	306
354	87	152
87	358	306
358	87	81
87	359	306
359	87	75
87	361	306
361	87	126
87	369	306
369	87	237
87	370	306
370	87	143
87	373	306
373	87	137
87	374	306
374	87	66
87	395	306
395	87	299
87	400	306
400	87	386
87	407	306
407	87	199
87	409	306
409	87	27
87	415	306
415	87	14
87	442	306
442	87	254
87	444	306
444	87	314
87	452	306
452	87	333
87	466	306
466	87	367
87	469	306
469	87	295
87	470	306
470	87	23
87	473	306
473	87	232
87	474	306
474	87	187
87	477	306
477	87	400
87	497	306
497	87	375
87	501	306
501	87	206
87	502	306
502	87	40
87	504	306
504	87	215
87	506	306
506	87	214
87	519	306
519	87	117
87	526	306
526	87	180
87	530	306
530	87	29
87	538	306
538	87	9
87	548	306
548	87	159
87	556	306
556	87	321
87	557	306
557	87	176
87	566	306
566	87	11
87	571	306
571	87	171
87	573	306
573	87	24
87	583	306
583	87	129
87	593	306
593	87	316
87	595	306
595	87	271
87	600	306
600	87	234
87	606	306
606	87	273
87	608	306
608	87	30
87	610	306
610	87	190
87	611	306
611	87	73
87	615	306
615	87	284
87	617	306
617	87	95
87	621	306
621	87	153
87	623	306
623	87	80
87	624	306
624	87	9
87	628	306
628	87	254
87	636	306
636	87	133
87	639	306
639	87	75
87	641	306
641	87	39
87	642	306
642	87	342
87	643	306
643	87	256
87	648	306
648	87	352
87	661	306
661	87	394
87	668	306
668	87	84
87	672	306
672	87	8
87	674	306
674	87	323
87	684	306
684	87	7
87	687	306
687	87	91
87	704	306
704	87	326
87	731	306
731	87	134
87	748	306
748	87	32
87	753	306
753	87	247
87	761	306
761	87	286
87	763	306
763	87	297
87	764	306
764	87	19
87	773	306
773	87	306
87	775	306
775	87	41
87	778	306
778	87	100
87	783	306
783	87	182
87	799	306
799	87	184
87	801	306
801	87	230
87	806	306
806	87	80
87	811	306
811	87	335
87	812	306
812	87	101
87	818	306
818	87	235
87	824	306
824	87	80
87	826	306
826	87	218
87	830	306
830	87	100
87	836	306
836	87	360
87	845	306
845	87	13
87	852	306
852	87	22
87	862	306
862	87	141
87	864	306
864	87	344
87	865	306
865	87	229
87	866	306
866	87	123
87	871	306
871	87	190
87	874	306
874	87	49
87	878	306
878	87	244
87	880	306
880	87	38
87	885	306
885	87	314
87	889	306
889	87	215
87	892	306
892	87	80
87	893	306
893	87	338
87	896	306
896	87	53
87	902	306
902	87	37
87	904	306
904	87	23
87	905	306
905	87	102
87	906	306
906	87	302
87	907	306
907	87	354
87	921	306
921	87	49
87	928	306
928	87	200
87	939	306
939	87	370
87	940	306
940	87	257
87	943	306
943	87	167
87	945	306
945	87	147
87	947	306
947	87	39
87	964	306
964	87	206
87	968	306
968	87	243
87	974	306
974	87	298
87	976	306
976	87	56
87	981	306
981	87	326
87	985	306
985	87	137
87	992	306
992	87	88
87	994	306
994	87	173
87	995	306
995	87	275
87	996	306
996	87	109
87	998	306
998	87	125
87	1000	306
1000	87	318
87	1001	306
1001	87	293
87	1004	306
1004	87	346
87	1008	306
1008	87	377
87	1019	306
1019	87	227
87	1031	306
1031	87	113
87	1032	306
1032	87	321
87	1048	306
1048	87	268
87	1056	306
1056	87	368
87	1067	306
1067	87	175
87	1074	306
1074	87	250
87	1083	306
1083	87	44
87	1086	306
1086	87	362
87	1088	306
1088	87	137
87	1093	306
1093	87	223
87	1094	306
1094	87	261
87	1105	306
1105	87	208
87	1109	306
1109	87	165
87	1122	306
1122	87	342
87	1127	306
1127	87	330
87	1151	306
1151	87	361
87	1152	306
1152	87	354
87	1167	306
1167	87	198
87	1175	306
1175	87	140
87	1191	306
1191	87	336
87	1192	306
1192	87	108
87	1195	306
1195	87	202
87	1196	306
1196	87	14
87	1202	306
1202	87	211
87	1203	306
1203	87	125
87	1213	306
1213	87	211
87	1227	306
1227	87	114
87	1231	306
1231	87	374
87	1234	306
1234	87	291
87	1243	306
1243	87	10
87	1264	306
1264	87	391
87	1279	306
1279	87	51
87	1289	306
1289	87	334
87	1304	306
1304	87	192
87	1317	306
1317	87	37
87	1330	306
1330	87	333
87	1339	306
1339	87	238
87	1373	306
1373	87	260
87	1375	306
1375	87	80
87	1376	306
1376	87	248
87	1380	306
1380	87	161
87	1388	306
1388	87	63
87	1463	306
1463	87	111
87	1516	306
1516	87	42
87	1562	306
1562	87	259
87	1687	306
1687	87	204
87	1724	306
1724	87	115
87	1751	306
1751	87	122
87	1804	306
1804	87	166
87	1913	306
1913	87	224
87	1941	306
1941	87	139
87	2019	306
2019	87	110
87	2085	306
2085	87	165
87	2088	306
2088	87	264
87	2091	306
2091	87	255
87	2095	306
2095	87	162
87	2105	306
2105	87	388
87	2108	306
2108	87	369
87	2115	306
2115	87	81
87	2117	306
2117	87	370
87	2120	306
2120	87	334
87	2158	306
2158	87	257
87	2167	306
2167	87	345
87	2198	306
2198	87	292
87	2219	306
2219	87	35
87	2221	306
2221	87	378
87	2222	306
2222	87	299
87	2223	306
2223	87	102
87	2224	306
2224	87	209
87	2225	306
2225	87	189
87	2226	306
2226	87	317
87	2227	306
2227	87	86
87	2228	306
2228	87	60
87	2229	306
2229	87	87
87	2230	306
2230	87	153
87	2231	306
2231	87	312
87	2238	306
2238	87	273
87	2341	306
2341	87	156
87	2343	306
2343	87	98
87	2376	306
2376	87	76
87	2387	306
2387	87	79
87	3104	306
3104	87	53
87	3151	306
3151	87	150
87	3185	306
3185	87	114
87	3204	306
3204	87	351
87	3249	306
3249	87	72
87	3255	306
3255	87	387
87	3274	306
3274	87	155
87	3295	306
3295	87	22
87	3327	306
3327	87	156
87	3360	306
3360	87	207
87	3465	306
3465	87	139
87	3683	306
3683	87	28
87	3724	306
3724	87	203
87	3890	306
3890	87	112
87	3909	306
3909	87	2
87	3926	306
3926	87	259
87	3955	306
3955	87	300
87	3992	306
3992	87	254
87	3994	306
3994	87	178
87	3998	306
3998	87	337
87	4000	306
4000	87	308
87	4002	306
4002	87	200
87	4005	306
4005	87	347
87	4006	306
4006	87	108
87	4009	306
4009	87	225
87	4013	306
4013	87	258
87	4023	306
4023	87	113
87	4034	306
4034	87	147
87	4057	306
4057	87	275
87	4121	306
4121	87	233
87	4122	306
4122	87	212
87	4137	306
4137	87	169
87	4495	306
4495	87	297
87	4537	306
4537	87	2
87	4587	306
4587	87	99
87	4590	306
4590	87	346
87	4600	306
4600	87	384
87	4817	306
4817	87	324
87	4867	306
4867	87	34
88	97	365
97	88	342
88	100	365
100	88	374
88	105	365
105	88	71
88	109	365
109	88	328
88	118	365
118	88	167
88	125	365
125	88	379
88	132	365
132	88	91
88	134	365
134	88	396
88	140	365
140	88	276
88	142	365
142	88	345
88	149	365
149	88	223
88	153	365
153	88	307
88	161	365
161	88	278
88	165	365
165	88	30
88	191	365
191	88	320
88	204	365
204	88	287
88	209	365
209	88	179
88	223	365
223	88	244
88	301	365
301	88	199
88	316	365
316	88	344
88	320	365
320	88	225
88	321	365
321	88	242
88	323	365
323	88	155
88	339	365
339	88	310
88	347	365
347	88	136
88	359	365
359	88	75
88	391	365
391	88	129
88	404	365
404	88	144
88	407	365
407	88	199
88	408	365
408	88	6
88	409	365
409	88	27
88	415	365
415	88	14
88	464	365
464	88	61
88	496	365
496	88	61
88	515	365
515	88	6
88	518	365
518	88	349
88	666	365
666	88	180
88	684	365
684	88	7
88	990	365
990	88	210
88	1202	365
1202	88	211
88	1315	365
1315	88	24
88	2051	365
2051	88	377
88	2179	365
2179	88	209
88	2180	365
2180	88	269
88	3185	365
3185	88	114
88	3810	365
3810	88	53
88	3890	365
3890	88	112
88	3941	365
3941	88	397
88	3981	365
3981	88	70
88	3982	365
3982	88	232
88	3992	365
3992	88	254
88	3994	365
3994	88	178
88	4005	365
4005	88	347
88	4013	365
4013	88	258
88	4019	365
4019	88	288
88	4033	365
4033	88	34
88	4058	365
4058	88	28
88	4059	365
4059	88	237
88	4060	365
4060	88	78
88	4061	365
4061	88	178
88	4062	365
4062	88	25
89	96	394
96	89	32
89	115	394
115	89	147
89	118	394
118	89	167
89	121	394
121	89	206
89	125	394
125	89	379
89	132	394
132	89	91
89	140	394
140	89	276
89	142	394
142	89	345
89	145	394
145	89	226
89	155	394
155	89	296
89	158	394
158	89	32
89	161	394
161	89	278
89	172	394
172	89	115
89	194	394
194	89	60
89	198	394
198	89	211
89	204	394
204	89	287
89	205	394
205	89	170
89	206	394
206	89	118
89	219	394
219	89	362
89	249	394
249	89	370
89	282	394
282	89	282
89	301	394
301	89	199
89	335	394
335	89	158
89	355	394
355	89	257
89	393	394
393	89	381
89	411	394
411	89	125
89	512	394
512	89	288
89	561	394
561	89	82
89	934	394
934	89	17
89	1273	394
1273	89	39
89	2084	394
2084	89	79
90	96	193
96	90	32
90	111	193
111	90	227
90	118	193
118	90	167
90	131	193
131	90	136
90	132	193
132	90	91
90	135	193
135	90	71
90	185	193
185	90	355
90	198	193
198	90	211
90	209	193
209	90	179
90	223	193
223	90	244
90	234	193
234	90	173
90	282	193
282	90	282
90	329	193
329	90	104
90	358	193
358	90	81
90	484	193
484	90	21
90	831	193
831	90	312
90	2155	193
2155	90	80
90	3992	193
3992	90	254
90	4011	193
4011	90	381
90	4034	193
4034	90	147
91	92	267
92	91	176
91	101	267
101	91	204
91	104	267
104	91	393
91	106	267
106	91	41
91	115	267
115	91	147
91	116	267
116	91	36
91	119	267
119	91	284
91	130	267
130	91	326
91	131	267
131	91	136
91	133	267
133	91	210
91	134	267
134	91	396
91	136	267
136	91	265
91	137	267
137	91	330
91	141	267
141	91	344
91	142	267
142	91	345
91	145	267
145	91	226
91	147	267
147	91	319
91	152	267
152	91	106
91	154	267
154	91	144
91	156	267
156	91	196
91	163	267
163	91	308
91	165	267
165	91	30
91	174	267
